play,hit_concat,advancements_concat_sub,advancements_concat,AB,H,HBP,BB,1B,2B,3B,HR,R,SF,SH,
3(B)614(1)/GDP,3(B)614(1),,,1,0,0,0,0,0,0,0,0,0,0,
3(B)63(1)/GDP,3(B)63(1),,,1,0,0,0,0,0,0,0,0,0,0,
3(B)634(1)/GDP,3(B)634(1),,,1,0,0,0,0,0,0,0,0,0,0,
3(B)634(1)/GDP.3-H(NR),3(B)634(1),3-H,3-H,1,0,0,0,0,0,0,0,1,0,0,
3(B)6346(1)/GDP.3-H(NR),3(B)6346(1),3-H,3-H,1,0,0,0,0,0,0,0,1,0,0,
3(B)64(1)/GDP,3(B)64(1),,,1,0,0,0,0,0,0,0,0,0,0,
3/BG,3,,,1,0,0,0,0,0,0,0,0,0,0,
3/BG-,3,,,1,0,0,0,0,0,0,0,0,0,0,
3/BG-/SH.1-2,3,2-Jan,2-Jan,0,0,0,0,0,0,0,0,0,0,1,
3/BG-/SH.2-3;1-2,3,2-3;1-2,2-3;1-2,0,0,0,0,0,0,0,0,0,0,1,
3/BG-/SH.3-3;1-2,3,3-3;1-2,3-3;1-2,0,0,0,0,0,0,0,0,0,0,1,
3/BG.1-2,3,2-Jan,2-Jan,1,0,0,0,0,0,0,0,0,0,0,
3/BG/SH.1-2,3,2-Jan,2-Jan,0,0,0,0,0,0,0,0,0,0,1,
3/BG/SH.2-3,3,3-Feb,3-Feb,0,0,0,0,0,0,0,0,0,0,1,
3/BG/SH.2-3;1-2,3,2-3;1-2,2-3;1-2,0,0,0,0,0,0,0,0,0,0,1,
3/BG+,3,,,1,0,0,0,0,0,0,0,0,0,0,
3/BL,3,,,1,0,0,0,0,0,0,0,0,0,0,
3/BL-,3,,,1,0,0,0,0,0,0,0,0,0,0,
3/BL-/DP.3X3(35),3,,,1,0,0,0,0,0,0,0,0,0,0,
3/BL3F,3,,,1,0,0,0,0,0,0,0,0,0,0,
3/BP,3,,,1,0,0,0,0,0,0,0,0,0,0,
3/BP-,3,,,1,0,0,0,0,0,0,0,0,0,0,
3/BP2F,3,,,1,0,0,0,0,0,0,0,0,0,0,
3/BP3F,3,,,1,0,0,0,0,0,0,0,0,0,0,
3/F/PASS.1-1,3,1-Jan,1-Jan,1,0,0,0,0,0,0,0,0,0,0,
3/G,3,,,1,0,0,0,0,0,0,0,0,0,0,
3/G-,3,,,1,0,0,0,0,0,0,0,0,0,0,
3/G-.1-1,3,1-Jan,1-Jan,1,0,0,0,0,0,0,0,0,0,0,
3/G-.1-2,3,2-Jan,2-Jan,1,0,0,0,0,0,0,0,0,0,0,
3/G-.2-3,3,3-Feb,3-Feb,1,0,0,0,0,0,0,0,0,0,0,
3/G-.2-3;1-2,3,2-3;1-2,2-3;1-2,1,0,0,0,0,0,0,0,0,0,0,
3/G-.3-H,3,3-H,3-H,1,0,0,0,0,0,0,0,1,0,0,
3/G-.3-H;2-3,3,3-H;2-3,3-H;2-3,1,0,0,0,0,0,0,0,1,0,0,
3/G-.3-H;2-3;1-2,3,3-H;2-3;1-2,3-H;2-3;1-2,1,0,0,0,0,0,0,0,1,0,0,
3/G-/BINT,3,,,1,0,0,0,0,0,0,0,0,0,0,
3/G.1-1,3,1-Jan,1-Jan,1,0,0,0,0,0,0,0,0,0,0,
3/G.1-2,3,2-Jan,2-Jan,1,0,0,0,0,0,0,0,0,0,0,
3/G.1-3(E3/TH),3,3-Jan,3-Jan,1,0,0,0,0,0,0,0,0,0,0,
3/G.2-3,3,3-Feb,3-Feb,1,0,0,0,0,0,0,0,0,0,0,
3/G.2-3;1-2,3,2-3;1-2,2-3;1-2,1,0,0,0,0,0,0,0,0,0,0,
3/G.3-H,3,3-H,3-H,1,0,0,0,0,0,0,0,1,0,0,
3/G.3-H;1-2,3,3-H;1-2,3-H;1-2,1,0,0,0,0,0,0,0,1,0,0,
3/G.3-H;2-3,3,3-H;2-3,3-H;2-3,1,0,0,0,0,0,0,0,1,0,0,
3/G.3-H;2-3;1-2,3,3-H;2-3;1-2,3-H;2-3;1-2,1,0,0,0,0,0,0,0,1,0,0,
3/G.3-H;2-H(UR)(E3/TH)(NR),3,3-H;2-H,3-H;2-H,1,0,0,0,0,0,0,0,1,0,0,
3/G.3-H(UR),3,3-H,3-H,1,0,0,0,0,0,0,0,1,0,0,
3/G.3-H(UR);1-2,3,3-H;1-2,3-H;1-2,1,0,0,0,0,0,0,0,1,0,0,
3/G.3-H(UR);1-3(E3/TH),3,3-H;1-3,3-H;1-3,1,0,0,0,0,0,0,0,1,0,0,
3/G.3-H(UR);2-3;1-2,3,3-H;2-3;1-2,3-H;2-3;1-2,1,0,0,0,0,0,0,0,1,0,0,
3/G/DP.2X2(36),3,,,1,0,0,0,0,0,0,0,0,0,0,
3/G/DP.2X3(35),3,,,1,0,0,0,0,0,0,0,0,0,0,
3/G/DP.3XH(32);1-2,3,;1-2,2-Jan,1,0,0,0,0,0,0,0,0,0,0,
3/G/DP.3XH(325);1-2,3,;1-2,2-Jan,1,0,0,0,0,0,0,0,0,0,0,
3/G+,3,,,1,0,0,0,0,0,0,0,0,0,0,
3/G+.1-2,3,2-Jan,2-Jan,1,0,0,0,0,0,0,0,0,0,0,
3/G+.2-3,3,3-Feb,3-Feb,1,0,0,0,0,0,0,0,0,0,0,
3/G+.2-3;1-2,3,2-3;1-2,2-3;1-2,1,0,0,0,0,0,0,0,0,0,0,
3/G+.3-H,3,3-H,3-H,1,0,0,0,0,0,0,0,1,0,0,
3/L,3,,,1,0,0,0,0,0,0,0,0,0,0,
3/L-,3,,,1,0,0,0,0,0,0,0,0,0,0,
3/L/DP.1X1(3),3,,,1,0,0,0,0,0,0,0,0,0,0,
3/L/DP.2X2(36),3,,,1,0,0,0,0,0,0,0,0,0,0,
3/L+,3,,,1,0,0,0,0,0,0,0,0,0,0,
3/L+/DP.1X1(3),3,,,1,0,0,0,0,0,0,0,0,0,0,
3/L3F,3,,,1,0,0,0,0,0,0,0,0,0,0,
3/L3F/DP.1X1(3),3,,,1,0,0,0,0,0,0,0,0,0,0,
3/L3F+,3,,,1,0,0,0,0,0,0,0,0,0,0,
3/L9LF-,3,,,1,0,0,0,0,0,0,0,0,0,0,
3/L9LF+,3,,,1,0,0,0,0,0,0,0,0,0,0,
3/P,3,,,1,0,0,0,0,0,0,0,0,0,0,
3/P-,3,,,1,0,0,0,0,0,0,0,0,0,0,
3/P/DP.3XH(32),3,,,1,0,0,0,0,0,0,0,0,0,0,
3/P/IF,3,,,1,0,0,0,0,0,0,0,0,0,0,
3/P/IF.2-3,3,3-Feb,3-Feb,1,0,0,0,0,0,0,0,0,0,0,
3/P2F,3,,,1,0,0,0,0,0,0,0,0,0,0,
3/P2F-,3,,,1,0,0,0,0,0,0,0,0,0,0,
3/P2F.1-2,3,2-Jan,2-Jan,1,0,0,0,0,0,0,0,0,0,0,
3/P3F,3,,,1,0,0,0,0,0,0,0,0,0,0,
3/P3F-,3,,,1,0,0,0,0,0,0,0,0,0,0,
3/P3F.2-3,3,3-Feb,3-Feb,1,0,0,0,0,0,0,0,0,0,0,
3/P3F.3XH(3E2)(UR)(NR);2-3,3,;2-3,3-Feb,1,0,0,0,0,0,0,0,0,0,0,
3/P3F/DP.1X1(31),3,,,1,0,0,0,0,0,0,0,0,0,0,
3/P3F/DP.1X1(34),3,,,1,0,0,0,0,0,0,0,0,0,0,
3/P3F/FL,3,,,1,0,0,0,0,0,0,0,0,0,0,
3/P3F/SF.3-H;2-3,3,3-H;2-3,3-H;2-3,1,0,0,0,0,0,0,0,1,1,0,
3/P9LF,3,,,1,0,0,0,0,0,0,0,0,0,0,
3/P9LF-,3,,,1,0,0,0,0,0,0,0,0,0,0,
3/SF/P.3-H,3,3-H,3-H,1,0,0,0,0,0,0,0,1,1,0,
31/BG,31,,,1,0,0,0,0,0,0,0,0,0,0,
31/BG-,31,,,1,0,0,0,0,0,0,0,0,0,0,
31/BG/SH.1-2,31,2-Jan,2-Jan,0,0,0,0,0,0,0,0,0,0,1,
31/G,31,,,1,0,0,0,0,0,0,0,0,0,0,
31/G-,31,,,1,0,0,0,0,0,0,0,0,0,0,
31/G-.1-2,31,2-Jan,2-Jan,1,0,0,0,0,0,0,0,0,0,0,
31/G-.2-3,31,3-Feb,3-Feb,1,0,0,0,0,0,0,0,0,0,0,
31/G-.2-3;1-2,31,2-3;1-2,2-3;1-2,1,0,0,0,0,0,0,0,0,0,0,
31/G-.3-H,31,3-H,3-H,1,0,0,0,0,0,0,0,1,0,0,
31/G-.3-H;2-3;1-2,31,3-H;2-3;1-2,3-H;2-3;1-2,1,0,0,0,0,0,0,0,1,0,0,
31/G-.3-H(UR);2-3;1-2,31,3-H;2-3;1-2,3-H;2-3;1-2,1,0,0,0,0,0,0,0,1,0,0,
31/G.1-2,31,2-Jan,2-Jan,1,0,0,0,0,0,0,0,0,0,0,
31/G.2-3,31,3-Feb,3-Feb,1,0,0,0,0,0,0,0,0,0,0,
31/G.2-3;1-2,31,2-3;1-2,2-3;1-2,1,0,0,0,0,0,0,0,0,0,0,
31/G.2-H,31,2-H,2-H,1,0,0,0,0,0,0,0,1,0,0,
31/G.3-H,31,3-H,3-H,1,0,0,0,0,0,0,0,1,0,0,
31/G.3-H;1-2,31,3-H;1-2,3-H;1-2,1,0,0,0,0,0,0,0,1,0,0,
31/G.3-H;2-3,31,3-H;2-3,3-H;2-3,1,0,0,0,0,0,0,0,1,0,0,
31/G.3-H;2-3;1-2,31,3-H;2-3;1-2,3-H;2-3;1-2,1,0,0,0,0,0,0,0,1,0,0,
31/G.3-H(UR),31,3-H,3-H,1,0,0,0,0,0,0,0,1,0,0,
31/G.3-H(UR);2-3,31,3-H;2-3,3-H;2-3,1,0,0,0,0,0,0,0,1,0,0,
31/G+,31,,,1,0,0,0,0,0,0,0,0,0,0,
31/G+.2-3,31,3-Feb,3-Feb,1,0,0,0,0,0,0,0,0,0,0,
31/G+.2-3;1-2,31,2-3;1-2,2-3;1-2,1,0,0,0,0,0,0,0,0,0,0,
31/G+.3-H;1-2,31,3-H;1-2,3-H;1-2,1,0,0,0,0,0,0,0,1,0,0,
31/L+,31,,,1,0,0,0,0,0,0,0,0,0,0,
313/G,313,,,1,0,0,0,0,0,0,0,0,0,0,
32(3)/FO/G-.2-3;1-2,32(3),2-3;1-2,2-3;1-2,1,0,0,0,0,0,0,0,0,0,0,
32(3)/FO/G.2-3;1-2,32(3),2-3;1-2,2-3;1-2,1,0,0,0,0,0,0,0,0,0,0,
32(3)/FO/G+.2-3;1-2,32(3),2-3;1-2,2-3;1-2,1,0,0,0,0,0,0,0,0,0,0,
32(3)3/GDP,32(3)3,,,1,0,0,0,0,0,0,0,0,0,0,
32(3)3/GDP.2-3;1-2,32(3)3,2-3;1-2,2-3;1-2,1,0,0,0,0,0,0,0,0,0,0,
34(1)/FO/BG,34(1),,,1,0,0,0,0,0,0,0,0,0,0,
34(1)/FO/G,34(1),,,1,0,0,0,0,0,0,0,0,0,0,
34(1)/FO/G.2-3,34(1),3-Feb,3-Feb,1,0,0,0,0,0,0,0,0,0,0,
34(1)/FO/G.2-H;B-3(E1/TH),34(1),2-H;B-3,2-H;B-3,1,0,0,0,0,0,0,0,1,0,0,
34(1)/FO/G.3-H;2-H(UR)(E4/TH);B-2,34(1),3-H;2-H;B-2,3-H;2-H;B-2,1,0,0,0,0,0,0,0,1,0,0,
34(1)1/GDP,34(1)1,,,1,0,0,0,0,0,0,0,0,0,0,
34(1)4/BG/GDP,34(1)4,,,1,0,0,0,0,0,0,0,0,0,0,
34/BG,34,,,1,0,0,0,0,0,0,0,0,0,0,
34/BG-,34,,,1,0,0,0,0,0,0,0,0,0,0,
34/BG-/SH.1-2,34,2-Jan,2-Jan,0,0,0,0,0,0,0,0,0,0,1,
34/BG-/SH.3-3;1-2,34,3-3;1-2,3-3;1-2,0,0,0,0,0,0,0,0,0,0,1,
34/BG-/SH.3-H,34,3-H,3-H,0,0,0,0,0,0,0,0,1,0,1,
34/BG/SH.1-2,34,2-Jan,2-Jan,0,0,0,0,0,0,0,0,0,0,1,
34/BG/SH.1-3,34,3-Jan,3-Jan,0,0,0,0,0,0,0,0,0,0,1,
34/BG/SH.2-3,34,3-Feb,3-Feb,0,0,0,0,0,0,0,0,0,0,1,
34/BG/SH.2-3;1-2,34,2-3;1-2,2-3;1-2,0,0,0,0,0,0,0,0,0,0,1,
34/BG/SH.3-H,34,3-H,3-H,0,0,0,0,0,0,0,0,1,0,1,
34/BG/SH.3-H;1-2,34,3-H;1-2,3-H;1-2,0,0,0,0,0,0,0,0,1,0,1,
34/BG/SH.3-H(UR);2-3;1-2,34,3-H;2-3;1-2,3-H;2-3;1-2,0,0,0,0,0,0,0,0,1,0,1,
34/G,34,,,1,0,0,0,0,0,0,0,0,0,0,
34/G-,34,,,1,0,0,0,0,0,0,0,0,0,0,
34/G-.1-2,34,2-Jan,2-Jan,1,0,0,0,0,0,0,0,0,0,0,
34/G-.3-H;1-2,34,3-H;1-2,3-H;1-2,1,0,0,0,0,0,0,0,1,0,0,
34/G-.3-H;2-3;1-2,34,3-H;2-3;1-2,3-H;2-3;1-2,1,0,0,0,0,0,0,0,1,0,0,
34/G.2-3,34,3-Feb,3-Feb,1,0,0,0,0,0,0,0,0,0,0,
34/G.3-H,34,3-H,3-H,1,0,0,0,0,0,0,0,1,0,0,
34/G.3-H;1-2,34,3-H;1-2,3-H;1-2,1,0,0,0,0,0,0,0,1,0,0,
34/SH.2-3,34,3-Feb,3-Feb,0,0,0,0,0,0,0,0,0,0,1,
341/G,341,,,1,0,0,0,0,0,0,0,0,0,0,
341/G.1-2,341,2-Jan,2-Jan,1,0,0,0,0,0,0,0,0,0,0,
341/G+,341,,,1,0,0,0,0,0,0,0,0,0,0,
343/G,343,,,1,0,0,0,0,0,0,0,0,0,0,
343/G.1-2,343,2-Jan,2-Jan,1,0,0,0,0,0,0,0,0,0,0,
343/G.2-3,343,3-Feb,3-Feb,1,0,0,0,0,0,0,0,0,0,0,
343/G+.1-2,343,2-Jan,2-Jan,1,0,0,0,0,0,0,0,0,0,0,
35(1)/FO/G,35(1),,,1,0,0,0,0,0,0,0,0,0,0,
35(1)/FO/G.3-H;2-3,35(1),3-H;2-3,3-H;2-3,1,0,0,0,0,0,0,0,1,0,0,
35(1)1/GDP,35(1)1,,,1,0,0,0,0,0,0,0,0,0,0,
35(1)3/GDP,35(1)3,,,1,0,0,0,0,0,0,0,0,0,0,
35(2)/FO/BG.1-2,35(2),2-Jan,2-Jan,1,0,0,0,0,0,0,0,0,0,0,
35(2)/FO/G.1-2,35(2),2-Jan,2-Jan,1,0,0,0,0,0,0,0,0,0,0,
35(2)4/BG/GDP,35(2)4,,,1,0,0,0,0,0,0,0,0,0,0,
354/BG/SH.2-3,354,3-Feb,3-Feb,0,0,0,0,0,0,0,0,0,0,1,
36(1)/FO/BG,36(1),,,1,0,0,0,0,0,0,0,0,0,0,
36(1)/FO/BG-,36(1),,,1,0,0,0,0,0,0,0,0,0,0,
36(1)/FO/BG-.3-H,36(1),3-H,3-H,1,0,0,0,0,0,0,0,1,0,0,
36(1)/FO/BG.3-H,36(1),3-H,3-H,1,0,0,0,0,0,0,0,1,0,0,
36(1)/FO/G,36(1),,,1,0,0,0,0,0,0,0,0,0,0,
36(1)/FO/G-,36(1),,,1,0,0,0,0,0,0,0,0,0,0,
36(1)/FO/G-.2-3,36(1),3-Feb,3-Feb,1,0,0,0,0,0,0,0,0,0,0,
36(1)/FO/G-.3-H(UR),36(1),3-H,3-H,1,0,0,0,0,0,0,0,1,0,0,
36(1)/FO/G-.B-2(E6/TH),36(1),B-2,B-2,1,0,0,0,0,0,0,0,0,0,0,
36(1)/FO/G.2-3,36(1),3-Feb,3-Feb,1,0,0,0,0,0,0,0,0,0,0,
36(1)/FO/G.2-H(E6/TH)(NR),36(1),2-H,2-H,1,0,0,0,0,0,0,0,1,0,0,
36(1)/FO/G.2-H(E6/TH)(UR)(NR),36(1),2-H,2-H,1,0,0,0,0,0,0,0,1,0,0,
36(1)/FO/G.2-H(UR)(E1)(NR);B-2,36(1),2-H;B-2,2-H;B-2,1,0,0,0,0,0,0,0,1,0,0,
36(1)/FO/G.3-H,36(1),3-H,3-H,1,0,0,0,0,0,0,0,1,0,0,
36(1)/FO/G.3-H;2-3,36(1),3-H;2-3,3-H;2-3,1,0,0,0,0,0,0,0,1,0,0,
36(1)/FO/G.3-H(UR),36(1),3-H,3-H,1,0,0,0,0,0,0,0,1,0,0,
36(1)/FO/G.3-H(UR);2-3,36(1),3-H;2-3,3-H;2-3,1,0,0,0,0,0,0,0,1,0,0,
36(1)/FO/G.B-2(E6/TH),36(1),B-2,B-2,1,0,0,0,0,0,0,0,0,0,0,
36(1)/FO/G/NDP.2-H(E1)(NR)(UR);BX2(14),36(1),2-H,2-H,1,0,0,0,0,0,0,0,1,0,0,
36(1)/FO/G+,36(1),,,1,0,0,0,0,0,0,0,0,0,0,
36(1)/FO/G+.2-3,36(1),3-Feb,3-Feb,1,0,0,0,0,0,0,0,0,0,0,
36(1)/FO/G+.2-H(E1)(NR);B-2,36(1),2-H;B-2,2-H;B-2,1,0,0,0,0,0,0,0,1,0,0,
36(1)/FO/G+.3-H;2-3,36(1),3-H;2-3,3-H;2-3,1,0,0,0,0,0,0,0,1,0,0,
36(1)/FO/P,36(1),,,1,0,0,0,0,0,0,0,0,0,0,
36(1)1/GDP,36(1)1,,,1,0,0,0,0,0,0,0,0,0,0,
36(1)1/GDP.2-3,36(1)1,3-Feb,3-Feb,1,0,0,0,0,0,0,0,0,0,0,
36(1)1/GDP.3-H(NR);2-3,36(1)1,3-H;2-3,3-H;2-3,1,0,0,0,0,0,0,0,1,0,0,
36(1)3/GDP,36(1)3,,,1,0,0,0,0,0,0,0,0,0,0,
36(1)3/GDP.2-3,36(1)3,3-Feb,3-Feb,1,0,0,0,0,0,0,0,0,0,0,
36(1)3/GDP.3-H,36(1)3,3-H,3-H,1,0,0,0,0,0,0,0,1,0,0,
36(1)4/BG/GDP,36(1)4,,,1,0,0,0,0,0,0,0,0,0,0,
363/G.1-2,363,2-Jan,2-Jan,1,0,0,0,0,0,0,0,0,0,0,
364/BG/SH.1-2,364,2-Jan,2-Jan,0,0,0,0,0,0,0,0,0,0,1,
3E1/G,3.00E+01,,,1,0,0,0,0,0,0,0,0,0,0,
3E1/G-,3.00E+01,,,1,0,0,0,0,0,0,0,0,0,0,
3E1/G-.2-3,3.00E+01,3-Feb,3-Feb,1,0,0,0,0,0,0,0,0,0,0,
3E1/G.1-2,3.00E+01,2-Jan,2-Jan,1,0,0,0,0,0,0,0,0,0,0,
3E1/G.1-3,3.00E+01,3-Jan,3-Jan,1,0,0,0,0,0,0,0,0,0,0,
3E1/G.2-3,3.00E+01,3-Feb,3-Feb,1,0,0,0,0,0,0,0,0,0,0,
3E1/G.2-3;1-2,3.00E+01,2-3;1-2,2-3;1-2,1,0,0,0,0,0,0,0,0,0,0,
3E1/G.2-3;1-2;B-1,3.00E+01,2-3;1-2;B-1,2-3;1-2;B-1,1,0,0,0,0,0,0,0,0,0,0,
3E1/G.2-H(NR);B-2,3.00E+01,2-H;B-2,2-H;B-2,1,0,0,0,0,0,0,0,1,0,0,
3E1/G.2-H(NR)(UR);1-3,3.00E+01,2-H;1-3,2-H;1-3,1,0,0,0,0,0,0,0,1,0,0,
3E1/G.2-H(UR)(NR),3.00E+01,2-H,2-H,1,0,0,0,0,0,0,0,1,0,0,
3E1/G.2-H(UR)(NR);1-2,3.00E+01,2-H;1-2,2-H;1-2,1,0,0,0,0,0,0,0,1,0,0,
3E1/G.B-2,3.00E+01,B-2,B-2,1,0,0,0,0,0,0,0,0,0,0,
4!6(1)/FO/G.2-3,4!6(1),3-Feb,3-Feb,1,0,0,0,0,0,0,0,0,0,0,
4(1)/FO/G,4(1),,,1,0,0,0,0,0,0,0,0,0,0,
4(1)/FO/G-,4(1),,,1,0,0,0,0,0,0,0,0,0,0,
4(1)/FO/G-.2-3,4(1),3-Feb,3-Feb,1,0,0,0,0,0,0,0,0,0,0,
4(1)/FO/G.2-3,4(1),3-Feb,3-Feb,1,0,0,0,0,0,0,0,0,0,0,
4(1)/FO/G.2-H(E4/TH);B-2,4(1),2-H;B-2,2-H;B-2,1,0,0,0,0,0,0,0,1,0,0,
4(1)/FO/G.3-H;2-3,4(1),3-H;2-3,3-H;2-3,1,0,0,0,0,0,0,0,1,0,0,
4(1)/FO/G+,4(1),,,1,0,0,0,0,0,0,0,0,0,0,
4(1)/FO/P,4(1),,,1,0,0,0,0,0,0,0,0,0,0,
4(1)3/GDP,4(1)3,,,1,0,0,0,0,0,0,0,0,0,0,
4(1)3/GDP.2-3,4(1)3,3-Feb,3-Feb,1,0,0,0,0,0,0,0,0,0,0,
4(1)3/GDP.3-3,4(1)3,3-Mar,3-Mar,1,0,0,0,0,0,0,0,0,0,0,
4(1)3/GDP.3-H,4(1)3,3-H,3-H,1,0,0,0,0,0,0,0,1,0,0,
4(1)3/GDP.3-H;2-3,4(1)3,3-H;2-3,3-H;2-3,1,0,0,0,0,0,0,0,1,0,0,
4(1)3/GDP.3-H(NR);2-3,4(1)3,3-H;2-3,3-H;2-3,1,0,0,0,0,0,0,0,1,0,0,
4(1)3/GDP.3-H(UR),4(1)3,3-H,3-H,1,0,0,0,0,0,0,0,1,0,0,
4(1)4/GDP.3-3,4(1)4,3-Mar,3-Mar,1,0,0,0,0,0,0,0,0,0,0,
4/G,4,,,1,0,0,0,0,0,0,0,0,0,0,
4/L,4,,,1,0,0,0,0,0,0,0,0,0,0,
4/L-,4,,,1,0,0,0,0,0,0,0,0,0,0,
4/L-/DP.1X1(43),4,,,1,0,0,0,0,0,0,0,0,0,0,
4/L.2-3(E4/TH),4,3-Feb,3-Feb,1,0,0,0,0,0,0,0,0,0,0,
4/L.2X2(4E6),4,,,1,0,0,0,0,0,0,0,0,0,0,
4/L/DP.1X1(4),4,,,1,0,0,0,0,0,0,0,0,0,0,
4/L/DP.1X1(43),4,,,1,0,0,0,0,0,0,0,0,0,0,
4/L/DP.2X2(4),4,,,1,0,0,0,0,0,0,0,0,0,0,
4/L/DP.2X2(46),4,,,1,0,0,0,0,0,0,0,0,0,0,
4/L/DP.3X3(45),4,,,1,0,0,0,0,0,0,0,0,0,0,
4/L+,4,,,1,0,0,0,0,0,0,0,0,0,0,
4/L+/DP.1X1(43),4,,,1,0,0,0,0,0,0,0,0,0,0,
4/L+/DP.2X2(4),4,,,1,0,0,0,0,0,0,0,0,0,0,
4/L+/DP.2X2(46),4,,,1,0,0,0,0,0,0,0,0,0,0,
4/LDP.2X2(46),4,,,1,0,0,0,0,0,0,0,0,0,0,
4/P,4,,,1,0,0,0,0,0,0,0,0,0,0,
4/P-,4,,,1,0,0,0,0,0,0,0,0,0,0,
4/P-/IF,4,,,1,0,0,0,0,0,0,0,0,0,0,
4/P/DP.1X1(43),4,,,1,0,0,0,0,0,0,0,0,0,0,
4/P/DP.3XH(42),4,,,1,0,0,0,0,0,0,0,0,0,0,
4/P/IF,4,,,1,0,0,0,0,0,0,0,0,0,0,
4/P/SF.3-H,4,3-H,3-H,1,0,0,0,0,0,0,0,1,1,0,
4/P+,4,,,1,0,0,0,0,0,0,0,0,0,0,
4/P3F,4,,,1,0,0,0,0,0,0,0,0,0,0,
4/P9LF,4,,,1,0,0,0,0,0,0,0,0,0,0,
4/P9LF/SF.3-H(UR);2-3,4,3-H;2-3,3-H;2-3,1,0,0,0,0,0,0,0,1,1,0,
41/G,41,,,1,0,0,0,0,0,0,0,0,0,0,
41/G-,41,,,1,0,0,0,0,0,0,0,0,0,0,
41/G-.1-2,41,2-Jan,2-Jan,1,0,0,0,0,0,0,0,0,0,0,
41/G.1-2,41,2-Jan,2-Jan,1,0,0,0,0,0,0,0,0,0,0,
41/G.2-3,41,3-Feb,3-Feb,1,0,0,0,0,0,0,0,0,0,0,
41/G.2-3;1-2,41,2-3;1-2,2-3;1-2,1,0,0,0,0,0,0,0,0,0,0,
41/G.3-H;2-3,41,3-H;2-3,3-H;2-3,1,0,0,0,0,0,0,0,1,0,0,
41/G+,41,,,1,0,0,0,0,0,0,0,0,0,0,
42(3)/FO/G.2-3;1-2,42(3),2-3;1-2,2-3;1-2,1,0,0,0,0,0,0,0,0,0,0,
42(3)3/GDP.2-3;1-2,42(3)3,2-3;1-2,2-3;1-2,1,0,0,0,0,0,0,0,0,0,0,
43(B)3(1)/GDP,43(B)3(1),,,1,0,0,0,0,0,0,0,0,0,0,
43(B)6(1)/GDP,43(B)6(1),,,1,0,0,0,0,0,0,0,0,0,0,
43(B)6(1)/GDP.3-H(NR);2-3,43(B)6(1),3-H;2-3,3-H;2-3,1,0,0,0,0,0,0,0,1,0,0,
43(B)61(1)/GDP,43(B)61(1),,,1,0,0,0,0,0,0,0,0,0,0,
43(B)64(1)/GDP,43(B)64(1),,,1,0,0,0,0,0,0,0,0,0,0,
43/BG,43,,,1,0,0,0,0,0,0,0,0,0,0,
43/BG-,43,,,1,0,0,0,0,0,0,0,0,0,0,
43/BG-/SH.3-H;2-3,43,3-H;2-3,3-H;2-3,0,0,0,0,0,0,0,0,1,0,1,
43/G,43,,,1,0,0,0,0,0,0,0,0,0,0,
43/G-,43,,,1,0,0,0,0,0,0,0,0,0,0,
43/G-.1-2,43,2-Jan,2-Jan,1,0,0,0,0,0,0,0,0,0,0,
43/G-.2-3,43,3-Feb,3-Feb,1,0,0,0,0,0,0,0,0,0,0,
43/G-.2-3;1-2,43,2-3;1-2,2-3;1-2,1,0,0,0,0,0,0,0,0,0,0,
43/G-.3-H,43,3-H,3-H,1,0,0,0,0,0,0,0,1,0,0,
43/G-.3-H;1-2,43,3-H;1-2,3-H;1-2,1,0,0,0,0,0,0,0,1,0,0,
43/G-.3-H;2-3,43,3-H;2-3,3-H;2-3,1,0,0,0,0,0,0,0,1,0,0,
43/G-.3-H;2-3;1-2,43,3-H;2-3;1-2,3-H;2-3;1-2,1,0,0,0,0,0,0,0,1,0,0,
43/G-.3-H(UR);2-3,43,3-H;2-3,3-H;2-3,1,0,0,0,0,0,0,0,1,0,0,
43/G.1-2,43,2-Jan,2-Jan,1,0,0,0,0,0,0,0,0,0,0,
43/G.1-3,43,3-Jan,3-Jan,1,0,0,0,0,0,0,0,0,0,0,
43/G.1-H(E3/TH),43,1-H,1-H,1,0,0,0,0,0,0,0,1,0,0,
43/G.2-3,43,3-Feb,3-Feb,1,0,0,0,0,0,0,0,0,0,0,
43/G.2-3;1-2,43,2-3;1-2,2-3;1-2,1,0,0,0,0,0,0,0,0,0,0,
43/G.2-H(E3/TH)(NR);1-3,43,2-H;1-3,2-H;1-3,1,0,0,0,0,0,0,0,1,0,0,
43/G.3-H,43,3-H,3-H,1,0,0,0,0,0,0,0,1,0,0,
43/G.3-H;1-2,43,3-H;1-2,3-H;1-2,1,0,0,0,0,0,0,0,1,0,0,
43/G.3-H;2-3,43,3-H;2-3,3-H;2-3,1,0,0,0,0,0,0,0,1,0,0,
43/G.3-H;2-3;1-2,43,3-H;2-3;1-2,3-H;2-3;1-2,1,0,0,0,0,0,0,0,1,0,0,
43/G.3-H(TH)(NR),43,3-H,3-H,1,0,0,0,0,0,0,0,1,0,0,
43/G.3-H(TUR);2-3,43,3-H;2-3,3-H;2-3,1,0,0,0,0,0,0,0,1,0,0,
43/G.3-H(UR),43,3-H,3-H,1,0,0,0,0,0,0,0,1,0,0,
43/G.3-H(UR);1-2,43,3-H;1-2,3-H;1-2,1,0,0,0,0,0,0,0,1,0,0,
43/G.3-H(UR);2-3,43,3-H;2-3,3-H;2-3,1,0,0,0,0,0,0,0,1,0,0,
43/G/DP.1X3(35),43,,,1,0,0,0,0,0,0,0,0,0,0,
